Date,Open
2017-05-08,11.180000305175781
2017-05-09,11.140000343322754
2017-05-10,11.15999984741211
2017-05-11,11.039999961853027
2017-05-12,11.0
2017-05-15,10.960000038146973
2017-05-16,11.0600004196167
2017-05-17,10.9399995803833
2017-05-18,10.729999542236328
2017-05-19,10.8100004196167
2017-05-22,11.109999656677246
2017-05-23,11.15999984741211
2017-05-24,11.0600004196167
2017-05-25,10.960000038146973
2017-05-26,10.850000381469727
2017-05-30,11.0
2017-05-31,11.119999885559082
2017-06-01,11.25
2017-06-02,11.420000076293945
2017-06-05,11.359999656677246
2017-06-06,11.1899995803833
2017-06-07,11.15999984741211
2017-06-08,11.069999694824219
2017-06-09,11.09000015258789
2017-06-12,11.130000114440918
2017-06-13,11.319999694824219
2017-06-14,11.270000457763672
2017-06-15,11.149999618530273
2017-06-16,11.239999771118164
2017-06-19,11.199999809265137
2017-06-20,11.210000038146973
2017-06-21,11.149999618530273
2017-06-22,11.020000457763672
2017-06-23,11.100000381469727
2017-06-26,11.0600004196167
2017-06-27,11.170000076293945
2017-06-28,11.109999656677246
2017-06-29,11.130000114440918
2017-06-30,11.180000305175781
2017-07-03,11.359999656677246
2017-07-05,11.510000228881836
2017-07-06,11.289999961853027
2017-07-07,11.210000038146973
2017-07-10,11.239999771118164
2017-07-11,11.3100004196167
2017-07-12,11.40999984741211
2017-07-13,11.460000038146973
2017-07-14,11.649999618530273
2017-07-17,11.710000038146973
2017-07-18,11.720000267028809
2017-07-19,11.760000228881836
2017-07-20,11.6899995803833
2017-07-21,11.59000015258789
2017-07-24,11.510000228881836
2017-07-25,11.300000190734863
2017-07-26,11.140000343322754
2017-07-27,11.079999923706055
2017-07-28,11.149999618530273
2017-07-31,11.15999984741211
2017-08-01,11.109999656677246
2017-08-02,10.979999542236328
2017-08-03,11.010000228881836
2017-08-04,10.899999618530273
2017-08-07,10.9399995803833
2017-08-08,10.949999809265137
2017-08-09,10.880000114440918
2017-08-10,10.880000114440918
2017-08-11,10.789999961853027
2017-08-14,10.819999694824219
2017-08-15,10.920000076293945
2017-08-16,10.859999656677246
2017-08-17,10.789999961853027
2017-08-18,10.619999885559082
2017-08-21,10.529999732971191
2017-08-22,10.609999656677246
2017-08-23,10.609999656677246
2017-08-24,10.75
2017-08-25,10.770000457763672
2017-08-28,10.859999656677246
2017-08-29,10.75
2017-08-30,10.819999694824219
2017-08-31,10.970000267028809
2017-09-01,11.180000305175781
2017-09-05,11.359999656677246
2017-09-06,11.390000343322754
2017-09-07,11.520000457763672
2017-09-08,11.34000015258789
2017-09-11,11.399999618530273
2017-09-12,11.430000305175781
2017-09-13,11.600000381469727
2017-09-14,11.600000381469727
2017-09-15,11.539999961853027
2017-09-18,11.630000114440918
2017-09-19,11.630000114440918
2017-09-20,11.680000305175781
2017-09-21,11.710000038146973
2017-09-22,11.739999771118164
2017-09-25,11.880000114440918
2017-09-26,11.949999809265137
2017-09-27,11.979999542236328
2017-09-28,11.949999809265137
